date,kcals,steps,km
2017-07-26 00:00:00+00:00,,5468.0,4.32
2017-07-27 00:00:00+00:00,,3019.0,3.93
2017-07-28 00:00:00+00:00,,9282.0,6.66
2017-07-29 00:00:00+00:00,,17002.0,13.68
2017-07-30 00:00:00+00:00,,15924.0,11.04
2017-07-31 00:00:00+00:00,,10859.0,9.62
2017-08-01 00:00:00+00:00,,9190.0,7.31
2017-08-02 00:00:00+00:00,,8334.0,5.96
2017-08-03 00:00:00+00:00,,5746.0,4.07
2017-08-04 00:00:00+00:00,,10448.0,8.79
2017-08-05 00:00:00+00:00,,9745.0,6.93
2017-08-06 00:00:00+00:00,,4089.0,2.48
2017-08-07 00:00:00+00:00,,10937.0,8.79
2017-08-08 00:00:00+00:00,,5416.0,4.63
2017-08-09 00:00:00+00:00,,4254.0,3.1
2017-08-10 00:00:00+00:00,,15400.0,12.27
2017-08-11 00:00:00+00:00,,2956.0,2.35
2017-08-12 00:00:00+00:00,,13443.0,11.57
2017-08-13 00:00:00+00:00,,6339.0,4.46
2017-08-14 00:00:00+00:00,,1564.0,1.04
2017-08-15 00:00:00+00:00,,4932.0,4.36
2017-08-16 00:00:00+00:00,,18579.0,15.13
2017-08-17 00:00:00+00:00,,14791.0,14.35
2017-08-18 00:00:00+00:00,,4375.0,3.38
2017-08-19 00:00:00+00:00,,14681.0,10.07
2017-08-20 00:00:00+00:00,,5115.0,3.22
2017-08-21 00:00:00+00:00,,5993.0,3.59
2017-08-22 00:00:00+00:00,,4745.0,2.79
2017-08-23 00:00:00+00:00,,4931.0,3.02
2017-08-24 00:00:00+00:00,,16755.0,12.89
2017-08-25 00:00:00+00:00,,15227.0,10.93
2017-08-26 00:00:00+00:00,,8112.0,4.97
2017-08-27 00:00:00+00:00,,10978.0,7.07
2017-08-28 00:00:00+00:00,,9999.0,7.08
2017-08-29 00:00:00+00:00,,9634.0,8.05
2017-08-30 00:00:00+00:00,,7733.0,5.72
2017-08-31 00:00:00+00:00,,8803.0,8.54
2017-09-01 00:00:00+00:00,,15986.0,15.26
2017-09-02 00:00:00+00:00,,4644.0,3.78
2017-09-03 00:00:00+00:00,,7188.0,5.68
2017-09-04 00:00:00+00:00,,11892.0,9.52
2017-09-05 00:00:00+00:00,,7860.0,5.4
2017-09-06 00:00:00+00:00,,9652.0,8.54
2017-09-07 00:00:00+00:00,,9676.0,7.45
2017-09-08 00:00:00+00:00,,3737.0,2.71
2017-09-09 00:00:00+00:00,,5047.0,4.63
2017-09-10 00:00:00+00:00,,1742.0,1.02
2017-09-11 00:00:00+00:00,,7528.0,5.58
2017-09-12 00:00:00+00:00,,5973.0,4.3
2017-09-13 00:00:00+00:00,,7839.0,5.81
2017-09-14 00:00:00+00:00,,7109.0,5.31
2017-09-15 00:00:00+00:00,,6910.0,4.8
2017-09-16 00:00:00+00:00,,2642.0,1.77
2017-09-17 00:00:00+00:00,,2698.0,2.21
2017-09-18 00:00:00+00:00,,7822.0,5.5
2017-09-19 00:00:00+00:00,,6214.0,4.89
2017-09-20 00:00:00+00:00,,6663.0,4.81
2017-09-21 00:00:00+00:00,,7677.0,4.88
2017-09-22 00:00:00+00:00,,4726.0,3.82
2017-09-23 00:00:00+00:00,,7993.0,5.69
2017-09-24 00:00:00+00:00,,4395.0,3.29
2017-09-25 00:00:00+00:00,,9029.0,6.25
2017-09-26 00:00:00+00:00,,2551.0,2.25
2017-09-27 00:00:00+00:00,,13347.0,10.18
2017-09-28 00:00:00+00:00,,9365.0,7.87
2017-09-29 00:00:00+00:00,,6063.0,4.32
2017-09-30 00:00:00+00:00,,6058.0,4.36
2017-10-01 00:00:00+00:00,,4629.0,4.06
2017-10-02 00:00:00+00:00,,6279.0,5.7
2017-10-03 00:00:00+00:00,,8327.0,7.5
2017-10-04 00:00:00+00:00,,6919.0,5.83
2017-10-05 00:00:00+00:00,,7005.0,5.28
2017-10-06 00:00:00+00:00,,7554.0,5.7
2017-10-07 00:00:00+00:00,,1616.0,1.16
2017-10-08 00:00:00+00:00,,2321.0,1.46
2017-10-09 00:00:00+00:00,,7349.0,6.12
2017-10-10 00:00:00+00:00,,7457.0,5.83
2017-10-11 00:00:00+00:00,,5856.0,4.3
2017-10-12 00:00:00+00:00,,11490.0,9.08
2017-10-13 00:00:00+00:00,,7271.0,5.26
2017-10-14 00:00:00+00:00,,4551.0,3.99
2017-10-15 00:00:00+00:00,,7161.0,5.57
2017-10-16 00:00:00+00:00,,7762.0,6.02
2017-10-17 00:00:00+00:00,,7986.0,5.92
2017-10-18 00:00:00+00:00,,7115.0,5.82
2017-10-19 00:00:00+00:00,,6739.0,5.71
2017-10-20 00:00:00+00:00,,6756.0,5.15
2017-10-21 00:00:00+00:00,,1046.0,0.69
2017-10-22 00:00:00+00:00,,4999.0,4.15
2017-10-23 00:00:00+00:00,,9421.0,7.58
2017-10-24 00:00:00+00:00,,8164.0,5.84
2017-10-25 00:00:00+00:00,,7754.0,6.31
2017-10-26 00:00:00+00:00,,8351.0,6.41
2017-10-27 00:00:00+00:00,,7121.0,4.77
2017-10-28 00:00:00+00:00,,10.0,0.008
2017-10-29 00:00:00+00:00,,5382.0,4.1
2017-10-30 00:00:00+00:00,,8728.0,7.31
2017-10-31 00:00:00+00:00,,8345.0,6.4
2017-11-01 00:00:00+00:00,,7985.0,5.59
2017-11-02 00:00:00+00:00,,10556.0,10.15
2017-11-03 00:00:00+00:00,,6104.0,4.62
2017-11-04 00:00:00+00:00,,129.0,0.087
2017-11-05 00:00:00+00:00,,4145.0,2.78
2017-11-06 00:00:00+00:00,,7609.0,6.28
2017-11-07 00:00:00+00:00,,6616.0,4.79
2017-11-08 00:00:00+00:00,,7562.0,5.22
2017-11-09 00:00:00+00:00,,7514.0,6.39
2017-11-10 00:00:00+00:00,,7141.0,4.74
2017-11-11 00:00:00+00:00,,2867.0,2.09
2017-11-12 00:00:00+00:00,,5223.0,3.87
2017-11-13 00:00:00+00:00,,6504.0,4.56
2017-11-14 00:00:00+00:00,,11993.0,9.63
2017-11-15 00:00:00+00:00,,6568.0,4.66
2017-11-16 00:00:00+00:00,,6946.0,5.08
2017-11-17 00:00:00+00:00,,9186.0,6.86
2017-11-18 00:00:00+00:00,,3706.0,3.22
2017-11-19 00:00:00+00:00,,5599.0,3.91
2017-11-20 00:00:00+00:00,,5203.0,3.21
2017-11-21 00:00:00+00:00,,7603.0,5.53
2017-11-22 00:00:00+00:00,,10939.0,8.96
2017-11-23 00:00:00+00:00,,9930.0,6.89
2017-11-24 00:00:00+00:00,,7616.0,5.03
2017-11-25 00:00:00+00:00,,4070.0,3.37
2017-11-26 00:00:00+00:00,,9081.0,6.81
2017-11-27 00:00:00+00:00,,7759.0,5.58
2017-11-28 00:00:00+00:00,,8081.0,5.64
2017-11-29 00:00:00+00:00,,14853.0,14.46
2017-11-30 00:00:00+00:00,,9905.0,7.2
2017-12-01 00:00:00+00:00,,8170.0,5.8
2017-12-02 00:00:00+00:00,,2575.0,1.87
2017-12-03 00:00:00+00:00,,5041.0,3.79
2017-12-04 00:00:00+00:00,,7446.0,5.55
2017-12-05 00:00:00+00:00,,11318.0,7.85
2017-12-06 00:00:00+00:00,,13229.0,11.56
2017-12-07 00:00:00+00:00,,6817.0,4.88
2017-12-08 00:00:00+00:00,,8837.0,5.89
2017-12-09 00:00:00+00:00,,12838.0,9.93
2017-12-10 00:00:00+00:00,,11642.0,8.47
2017-12-11 00:00:00+00:00,,9386.0,6.29
2017-12-12 00:00:00+00:00,,10338.0,7.64
2017-12-13 00:00:00+00:00,,11163.0,8.57
2017-12-14 00:00:00+00:00,,11643.0,10.67
2017-12-15 00:00:00+00:00,,6827.0,4.69
2017-12-16 00:00:00+00:00,,8022.0,5.72
2017-12-17 00:00:00+00:00,,4459.0,3.55
2017-12-18 00:00:00+00:00,,6897.0,4.45
2017-12-19 00:00:00+00:00,,6792.0,4.83
2017-12-20 00:00:00+00:00,,6999.0,4.83
2017-12-21 00:00:00+00:00,,6814.0,4.9
2017-12-22 00:00:00+00:00,,15415.0,10.96
2017-12-23 00:00:00+00:00,,21663.0,14.31
2017-12-24 00:00:00+00:00,,22135.0,15.12
2017-12-25 00:00:00+00:00,,24658.0,17.17
2017-12-26 00:00:00+00:00,,5015.0,3.18
2017-12-27 00:00:00+00:00,,13009.0,8.93
2017-12-28 00:00:00+00:00,,3939.0,2.7
2017-12-29 00:00:00+00:00,,8524.0,5.79
2017-12-30 00:00:00+00:00,,9575.0,7.3
2017-12-31 00:00:00+00:00,,9088.0,6.37
2018-01-01 00:00:00+00:00,,7798.0,5.26
2018-01-02 00:00:00+00:00,,8702.0,5.83
2018-01-03 00:00:00+00:00,,6603.0,4.24
2018-01-04 00:00:00+00:00,,14502.0,9.48
2018-01-05 00:00:00+00:00,,11571.0,7.6
2018-01-06 00:00:00+00:00,,6088.0,4.3
2018-01-07 00:00:00+00:00,,2649.0,2.04
2018-01-08 00:00:00+00:00,,6302.0,4.55
2018-01-09 00:00:00+00:00,,8076.0,5.96
2018-01-10 00:00:00+00:00,,6223.0,4.38
2018-01-11 00:00:00+00:00,,5950.0,4.33
2018-01-12 00:00:00+00:00,,6519.0,4.72
2018-01-13 00:00:00+00:00,,4662.0,3.74
2018-01-14 00:00:00+00:00,,2185.0,1.67
2018-01-15 00:00:00+00:00,,6090.0,4.09
2018-01-16 00:00:00+00:00,,6915.0,4.97
2018-01-17 00:00:00+00:00,,6220.0,4.41
2018-01-18 00:00:00+00:00,,5829.0,4.49
2018-01-19 00:00:00+00:00,,8118.0,6.31
2018-01-20 00:00:00+00:00,,7304.0,5.91
2018-01-21 00:00:00+00:00,,2448.0,2.01
2018-01-22 00:00:00+00:00,,6304.0,4.62
2018-01-23 00:00:00+00:00,,5730.0,4.03
2018-01-24 00:00:00+00:00,,5663.0,4.27
2018-01-25 00:00:00+00:00,,6619.0,5.0
2018-01-26 00:00:00+00:00,,7518.0,5.33
2018-01-27 00:00:00+00:00,,978.0,0.541
2018-01-28 00:00:00+00:00,,1964.0,1.69
2018-01-29 00:00:00+00:00,,5812.0,4.3
2018-01-30 00:00:00+00:00,,8113.0,5.52
2018-01-31 00:00:00+00:00,,5906.0,4.32
2018-02-01 00:00:00+00:00,,6097.0,4.43
2018-02-02 00:00:00+00:00,,6504.0,4.92
2018-02-03 00:00:00+00:00,,810.0,0.665
2018-02-04 00:00:00+00:00,,2098.0,1.48
2018-02-05 00:00:00+00:00,,6989.0,5.13
2018-02-06 00:00:00+00:00,,8332.0,6.17
2018-02-07 00:00:00+00:00,,7608.0,5.73
2018-02-08 00:00:00+00:00,,5285.0,4.11
2018-02-09 00:00:00+00:00,,6747.0,5.15
2018-02-10 00:00:00+00:00,,1389.0,0.882
2018-02-11 00:00:00+00:00,,1289.0,1.2
2018-02-12 00:00:00+00:00,,19.0,0.008
2018-02-13 00:00:00+00:00,,7132.0,5.18
2018-02-14 00:00:00+00:00,,5546.0,3.87
2018-02-15 00:00:00+00:00,,5420.0,3.75
2018-02-16 00:00:00+00:00,,5753.0,4.17
2018-02-17 00:00:00+00:00,,4436.0,3.29
2018-02-18 00:00:00+00:00,,6136.0,4.62
2018-02-19 00:00:00+00:00,,6937.0,4.71
2018-02-20 00:00:00+00:00,,5805.0,4.21
2018-02-21 00:00:00+00:00,,5892.0,4.16
2018-02-22 00:00:00+00:00,,4133.0,3.02
2018-02-23 00:00:00+00:00,,8002.0,5.26
2018-02-24 00:00:00+00:00,,23026.0,15.74
2018-02-25 00:00:00+00:00,,16525.0,10.89
2018-02-26 00:00:00+00:00,,19471.0,13.18
2018-02-27 00:00:00+00:00,,16707.0,13.22
2018-02-28 00:00:00+00:00,,25776.0,20.1
2018-03-01 00:00:00+00:00,,21730.0,16.06
2018-03-02 00:00:00+00:00,,11253.0,7.38
2018-03-03 00:00:00+00:00,,19902.0,16.55
2018-03-04 00:00:00+00:00,,21116.0,17.17
2018-03-05 00:00:00+00:00,,7184.0,5.4
2018-03-06 00:00:00+00:00,,4973.0,3.64
2018-03-07 00:00:00+00:00,,4441.0,2.58
2018-03-08 00:00:00+00:00,,5696.0,4.09
2018-03-09 00:00:00+00:00,,5931.0,4.06
2018-03-10 00:00:00+00:00,,7326.0,5.97
2018-03-12 00:00:00+00:00,,5328.0,3.78
2018-03-13 00:00:00+00:00,,6151.0,4.49
2018-03-14 00:00:00+00:00,,6105.0,4.35
2018-03-15 00:00:00+00:00,,5057.0,3.79
2018-03-16 00:00:00+00:00,,5277.0,3.68
2018-03-17 00:00:00+00:00,,2317.0,2.14
2018-03-18 00:00:00+00:00,,4337.0,3.18
2018-03-19 00:00:00+00:00,,6674.0,4.92
2018-03-20 00:00:00+00:00,,7219.0,5.05
2018-03-21 00:00:00+00:00,,8276.0,6.25
2018-03-22 00:00:00+00:00,,9445.0,7.37
2018-03-23 00:00:00+00:00,,21752.0,18.01
2018-03-24 00:00:00+00:00,,2384.0,1.93
2018-03-25 00:00:00+00:00,,3285.0,2.43
2018-03-26 00:00:00+00:00,,6717.0,4.89
2018-03-27 00:00:00+00:00,,6071.0,4.33
2018-03-28 00:00:00+00:00,,6789.0,4.61
2018-03-29 00:00:00+00:00,,6976.0,5.17
2018-03-30 00:00:00+00:00,,5814.0,3.9
2018-03-31 00:00:00+00:00,,5059.0,3.52
2018-04-01 00:00:00+00:00,,243.0,0.187
2018-04-02 00:00:00+00:00,,3585.0,2.98
2018-04-03 00:00:00+00:00,,6620.0,4.8
2018-04-04 00:00:00+00:00,,5830.0,4.02
2018-04-05 00:00:00+00:00,,6065.0,4.32
2018-04-06 00:00:00+00:00,,6578.0,4.55
2018-04-07 00:00:00+00:00,,10986.0,7.88
2018-04-08 00:00:00+00:00,,25909.0,20.58
2018-04-09 00:00:00+00:00,,5050.0,3.62
2018-04-10 00:00:00+00:00,,6713.0,4.9
2018-04-11 00:00:00+00:00,,10427.0,7.1
2018-04-12 00:00:00+00:00,,5018.0,3.49
2018-04-13 00:00:00+00:00,,4940.0,3.17
2018-04-14 00:00:00+00:00,,4425.0,3.05
2018-04-15 00:00:00+00:00,,2159.0,1.59
2018-04-16 00:00:00+00:00,,7452.0,5.11
2018-04-17 00:00:00+00:00,,7579.0,5.44
2018-04-18 00:00:00+00:00,,9971.0,7.52
2018-04-19 00:00:00+00:00,,34578.0,30.83
2018-04-20 00:00:00+00:00,,31834.0,24.05
2018-04-21 00:00:00+00:00,,25472.0,18.6
2018-04-22 00:00:00+00:00,,26068.0,17.08
2018-04-23 00:00:00+00:00,,10351.0,7.22
2018-04-24 00:00:00+00:00,,3727.0,2.4
2018-04-25 00:00:00+00:00,,7508.0,5.86
2018-04-26 00:00:00+00:00,,9040.0,7.23
2018-04-27 00:00:00+00:00,,9659.0,6.5
2018-04-28 00:00:00+00:00,,2190.0,1.22
2018-04-29 00:00:00+00:00,,9146.0,6.14
2018-04-30 00:00:00+00:00,,8236.0,7.28
2018-05-01 00:00:00+00:00,,10870.0,8.44
2018-05-02 00:00:00+00:00,,18382.0,15.71
2018-05-03 00:00:00+00:00,,16107.0,12.72
2018-05-04 00:00:00+00:00,,10654.0,9.03
2018-05-05 00:00:00+00:00,,10271.0,6.8
2018-05-06 00:00:00+00:00,,13489.0,9.31
2018-05-07 00:00:00+00:00,,7570.0,6.2
2018-05-08 00:00:00+00:00,,9287.0,8.32
2018-05-09 00:00:00+00:00,,1563.0,0.99
2018-05-10 00:00:00+00:00,,10085.0,7.95
2018-05-11 00:00:00+00:00,,9648.0,9.32
2018-05-12 00:00:00+00:00,,7256.0,4.84
2018-05-13 00:00:00+00:00,,7188.0,5.76
2018-05-14 00:00:00+00:00,,13162.0,12.29
2018-05-15 00:00:00+00:00,,11365.0,9.94
2018-05-16 00:00:00+00:00,,5509.0,3.78
2018-05-17 00:00:00+00:00,,16632.0,14.06
2018-05-18 00:00:00+00:00,,12025.0,9.04
2018-05-19 00:00:00+00:00,,5452.0,4.3
2018-05-20 00:00:00+00:00,,9300.0,7.84
2018-05-21 00:00:00+00:00,,11333.0,10.44
2018-05-22 00:00:00+00:00,,7469.0,6.57
2018-05-23 00:00:00+00:00,,9325.0,6.77
2018-05-24 00:00:00+00:00,,8933.0,7.79
2018-05-25 00:00:00+00:00,,8099.0,6.92
2018-05-26 00:00:00+00:00,,13359.0,12.64
2018-05-27 00:00:00+00:00,,6235.0,5.26
2018-05-28 00:00:00+00:00,,5272.0,4.54
2018-05-29 00:00:00+00:00,,4129.0,3.69
2018-05-30 00:00:00+00:00,,7921.0,7.1
2018-05-31 00:00:00+00:00,,15759.0,13.75
2018-06-01 00:00:00+00:00,,9763.0,8.52
2018-06-02 00:00:00+00:00,,13568.0,11.17
2018-06-03 00:00:00+00:00,,8776.0,7.37
2018-06-04 00:00:00+00:00,,7850.0,7.17
2018-06-05 00:00:00+00:00,,8444.0,7.66
2018-06-06 00:00:00+00:00,,7006.0,5.44
2018-06-07 00:00:00+00:00,,5765.0,5.13
2018-06-08 00:00:00+00:00,,7008.0,5.88
2018-06-09 00:00:00+00:00,,7379.0,5.55
2018-06-10 00:00:00+00:00,,6204.0,5.45
2018-06-11 00:00:00+00:00,,8588.0,7.12
2018-06-12 00:00:00+00:00,,8597.0,7.64
2018-06-13 00:00:00+00:00,,4961.0,3.76
2018-06-14 00:00:00+00:00,,5543.0,4.98
2018-06-15 00:00:00+00:00,,3680.0,3.13
2018-06-16 00:00:00+00:00,,7978.0,6.81
2018-06-17 00:00:00+00:00,,931.46,0.779
2018-06-18 00:00:00+00:00,,4311.0,3.72
2018-06-19 00:00:00+00:00,,8816.0,8.0
2018-06-20 00:00:00+00:00,,3785.0,2.9
2018-06-21 00:00:00+00:00,,4546.0,3.69
2018-06-22 00:00:00+00:00,,4169.0,3.06
2018-06-23 00:00:00+00:00,,3173.0,2.16
2018-06-24 00:00:00+00:00,,3618.0,3.39
2018-06-25 00:00:00+00:00,,4177.0,3.16
2018-06-26 00:00:00+00:00,,5014.0,4.0
2018-06-27 00:00:00+00:00,,9117.0,7.94
2018-06-28 00:00:00+00:00,,4374.0,4.1
2018-06-29 00:00:00+00:00,,4965.0,4.4
2018-06-30 00:00:00+00:00,,11590.0,11.07
2018-07-01 00:00:00+00:00,,7034.0,5.98
2018-07-02 00:00:00+00:00,,3976.0,3.44
2018-07-03 00:00:00+00:00,,6557.0,6.46
2018-07-04 00:00:00+00:00,,5873.0,5.23
2018-07-05 00:00:00+00:00,,4095.0,3.6
2018-07-06 00:00:00+00:00,,9800.0,8.56
2018-07-07 00:00:00+00:00,,12950.0,13.25
2018-07-08 00:00:00+00:00,,1117.0,0.864
2018-07-09 00:00:00+00:00,,10629.0,9.73
2018-07-10 00:00:00+00:00,,13567.0,13.04
2018-07-11 00:00:00+00:00,,8722.0,8.06
2018-07-12 00:00:00+00:00,,5475.0,4.97
2018-07-13 00:00:00+00:00,,13936.0,13.13
2018-07-14 00:00:00+00:00,,17648.0,17.02
2018-07-15 00:00:00+00:00,,13589.0,12.24
2018-07-16 00:00:00+00:00,,10783.0,9.79
2018-07-17 00:00:00+00:00,,12732.0,12.18
2018-07-18 00:00:00+00:00,,7080.0,6.3
2018-07-19 00:00:00+00:00,,5327.0,4.71
2018-07-20 00:00:00+00:00,,7257.0,6.67
2018-07-21 00:00:00+00:00,,9105.0,9.18
2018-07-22 00:00:00+00:00,,16086.0,14.46
2018-07-23 00:00:00+00:00,,8980.0,8.69
2018-07-24 00:00:00+00:00,,6175.0,5.21
2018-07-25 00:00:00+00:00,,5731.0,4.6
2018-07-26 00:00:00+00:00,,11969.0,9.37
2018-07-27 00:00:00+00:00,,13659.0,9.98
2018-07-28 00:00:00+00:00,,17884.0,15.32
2018-07-29 00:00:00+00:00,,17201.0,15.53
2018-07-30 00:00:00+00:00,,5187.0,4.19
2018-07-31 00:00:00+00:00,,7576.0,6.49
2018-08-01 00:00:00+00:00,,9078.0,8.12
2018-08-02 00:00:00+00:00,,11182.0,9.84
2018-08-03 00:00:00+00:00,,13931.0,11.58
2018-08-04 00:00:00+00:00,,10369.0,8.56
2018-08-05 00:00:00+00:00,,14188.0,11.49
2018-08-06 00:00:00+00:00,,4816.0,3.96
2018-08-07 00:00:00+00:00,,9528.0,8.15
2018-08-08 00:00:00+00:00,,4405.0,3.72
2018-08-09 00:00:00+00:00,,6002.0,5.51
2018-08-10 00:00:00+00:00,,12211.0,10.82
2018-08-11 00:00:00+00:00,,4888.0,4.53
2018-08-12 00:00:00+00:00,,11159.0,10.65
2018-08-13 00:00:00+00:00,,11548.0,11.91
2018-08-14 00:00:00+00:00,,7180.0,6.99
2018-08-15 00:00:00+00:00,,7676.0,7.53
2018-08-16 00:00:00+00:00,,4050.0,3.68
2018-08-17 00:00:00+00:00,,10654.0,9.55
2018-08-18 00:00:00+00:00,,10604.0,9.9
2018-08-19 00:00:00+00:00,,6564.0,5.88
2018-08-20 00:00:00+00:00,,8003.0,7.74
2018-08-21 00:00:00+00:00,,5170.0,4.97
2018-08-22 00:00:00+00:00,,3680.0,3.55
2018-08-23 00:00:00+00:00,,4139.0,3.87
2018-08-24 00:00:00+00:00,,6902.0,6.33
2018-08-25 00:00:00+00:00,,14023.0,10.21
2018-08-26 00:00:00+00:00,,7945.0,8.12
2018-08-27 00:00:00+00:00,,5363.0,5.15
2018-08-28 00:00:00+00:00,,13009.0,11.46
2018-08-29 00:00:00+00:00,,12408.0,12.63
2018-08-30 00:00:00+00:00,,11297.0,7.8
2018-08-31 00:00:00+00:00,,11831.0,9.28
2018-09-01 00:00:00+00:00,,19442.0,18.27
2018-09-02 00:00:00+00:00,,16477.0,10.52
2018-09-03 00:00:00+00:00,,6710.0,6.18
2018-09-04 00:00:00+00:00,,8113.0,7.04
2018-09-05 00:00:00+00:00,,14081.0,14.63
2018-09-06 00:00:00+00:00,,5671.0,5.18
2018-09-07 00:00:00+00:00,,7927.0,7.08
2018-09-08 00:00:00+00:00,,22920.0,21.86
2018-09-09 00:00:00+00:00,,15860.0,15.77
2018-09-10 00:00:00+00:00,,10652.0,11.74
2018-09-11 00:00:00+00:00,,6146.0,5.18
2018-09-12 00:00:00+00:00,,17522.0,15.91
2018-09-13 00:00:00+00:00,,6775.0,5.83
2018-09-14 00:00:00+00:00,,15690.0,11.03
2018-09-15 00:00:00+00:00,,8182.0,7.92
2018-09-16 00:00:00+00:00,,13042.0,9.37
2018-09-17 00:00:00+00:00,,8976.0,7.03
2018-09-18 00:00:00+00:00,,8945.0,7.98
2018-09-19 00:00:00+00:00,,13638.0,12.22
2018-09-20 00:00:00+00:00,,12315.0,10.99
2018-09-21 00:00:00+00:00,,750.0,0.607
2018-09-22 00:00:00+00:00,,9326.0,8.54
2018-09-23 00:00:00+00:00,,6139.0,6.27
2018-09-24 00:00:00+00:00,,8841.0,9.27
2018-09-25 00:00:00+00:00,,5857.0,5.48
2018-09-26 00:00:00+00:00,,6645.0,5.84
2018-09-27 00:00:00+00:00,,12163.0,12.88
2018-09-28 00:00:00+00:00,,10199.0,9.1
2018-09-29 00:00:00+00:00,,5143.0,4.76
2018-09-30 00:00:00+00:00,,5674.0,4.36
2018-10-01 00:00:00+00:00,,9296.0,6.95
2018-10-02 00:00:00+00:00,,8161.0,6.1
2018-10-03 00:00:00+00:00,,14145.0,10.47
2018-10-04 00:00:00+00:00,,33913.0,23.57
2018-10-05 00:00:00+00:00,,28712.0,20.14
2018-10-06 00:00:00+00:00,,21588.0,15.41
2018-10-07 00:00:00+00:00,,16737.0,16.55
2018-10-08 00:00:00+00:00,,5139.0,4.46
2018-10-09 00:00:00+00:00,,6920.0,5.5
2018-10-10 00:00:00+00:00,,3361.0,2.4
2018-10-11 00:00:00+00:00,,11516.0,7.62
2018-10-12 00:00:00+00:00,,13589.0,10.96
2018-10-13 00:00:00+00:00,,16761.0,11.77
2018-10-14 00:00:00+00:00,,15022.0,12.23
2018-10-15 00:00:00+00:00,,9263.0,9.1
2018-10-16 00:00:00+00:00,,7480.0,5.77
2018-10-17 00:00:00+00:00,,6872.0,5.6
2018-10-18 00:00:00+00:00,,4414.0,3.33
2018-10-19 00:00:00+00:00,,9829.0,8.66
2018-10-20 00:00:00+00:00,,9113.0,7.23
2018-10-21 00:00:00+00:00,,9803.0,8.41
2018-10-22 00:00:00+00:00,,9412.0,10.04
2018-10-23 00:00:00+00:00,,8614.0,6.4
2018-10-24 00:00:00+00:00,,5139.0,4.16
2018-10-25 00:00:00+00:00,,3475.0,2.68
2018-10-26 00:00:00+00:00,,9599.0,7.36
2018-10-27 00:00:00+00:00,,4849.0,3.94
2018-10-28 00:00:00+00:00,,115.0,0.027
2018-10-29 00:00:00+00:00,,8396.0,7.27
2018-10-30 00:00:00+00:00,,2260.0,2.0
2018-10-31 00:00:00+00:00,,5233.0,4.33
2018-11-01 00:00:00+00:00,,4681.0,4.38
2018-11-02 00:00:00+00:00,,7729.0,7.27
2018-11-03 00:00:00+00:00,,11170.0,8.92
2018-11-04 00:00:00+00:00,,7289.0,5.94
2018-11-05 00:00:00+00:00,,6172.0,5.36
2018-11-06 00:00:00+00:00,,6768.0,5.42
2018-11-07 00:00:00+00:00,,6208.0,5.21
2018-11-08 00:00:00+00:00,,3431.0,2.7
2018-11-09 00:00:00+00:00,,7203.0,5.41
2018-11-10 00:00:00+00:00,,7620.0,5.94
2018-11-11 00:00:00+00:00,,2123.0,1.69
2018-11-12 00:00:00+00:00,,7701.0,6.68
2018-11-13 00:00:00+00:00,,7362.0,6.11
2018-11-14 00:00:00+00:00,,4367.0,3.77
2018-11-15 00:00:00+00:00,,7275.0,5.91
2018-11-16 00:00:00+00:00,,7020.0,5.94
2018-11-17 00:00:00+00:00,,3092.0,2.76
2018-11-18 00:00:00+00:00,,1977.0,1.76
2018-11-19 00:00:00+00:00,,3109.0,2.8
2018-11-20 00:00:00+00:00,,4405.0,4.58
2018-11-21 00:00:00+00:00,,5906.0,5.53
2018-11-22 00:00:00+00:00,,5805.0,5.54
2018-11-23 00:00:00+00:00,,8166.0,7.21
2018-11-24 00:00:00+00:00,,3570.0,3.48
2018-11-25 00:00:00+00:00,,2224.0,1.78
2018-11-26 00:00:00+00:00,,9254.0,9.56
2018-11-27 00:00:00+00:00,,3459.0,3.59
2018-11-28 00:00:00+00:00,,7537.0,7.49
2018-11-29 00:00:00+00:00,,6722.0,6.17
2018-11-30 00:00:00+00:00,,8190.0,7.66
2018-12-01 00:00:00+00:00,,3350.0,2.77
2018-12-02 00:00:00+00:00,,1466.0,0.91
2018-12-03 00:00:00+00:00,,8205.0,7.55
2018-12-04 00:00:00+00:00,,3750.0,3.51
2018-12-05 00:00:00+00:00,,8370.0,7.69
2018-12-06 00:00:00+00:00,,8871.0,8.14
2018-12-07 00:00:00+00:00,,4791.0,4.36
2018-12-08 00:00:00+00:00,,5652.0,4.56
2018-12-09 00:00:00+00:00,,4338.0,3.54
2018-12-10 00:00:00+00:00,,10440.0,9.85
2018-12-11 00:00:00+00:00,,7792.0,7.03
2018-12-12 00:00:00+00:00,,7814.0,7.28
2018-12-13 00:00:00+00:00,,4558.0,3.43
2018-12-14 00:00:00+00:00,,2966.0,2.52
2018-12-15 00:00:00+00:00,,8002.0,6.17
2018-12-16 00:00:00+00:00,,15768.0,11.61
2018-12-17 00:00:00+00:00,,6090.0,3.94
2018-12-18 00:00:00+00:00,,2780.0,1.62
2018-12-19 00:00:00+00:00,,2649.0,1.35
2018-12-20 00:00:00+00:00,,2560.0,1.51
2018-12-21 00:00:00+00:00,,3874.0,2.5
2018-12-22 00:00:00+00:00,,2129.0,1.6
2018-12-23 00:00:00+00:00,,17686.0,11.53
2018-12-24 00:00:00+00:00,,14339.0,8.93
2018-12-25 00:00:00+00:00,,10177.0,6.74
2018-12-26 00:00:00+00:00,,7468.0,4.8
